Iout Vout Iin Vin IoutADC ntc ptat
0 1500 +6.43954500E-02 +1.09988100E+0 33 259 460
100 1500 +7.82321600E-02 +1.09988200E+0 36 255 454
200 1500 +9.23434900E-02 +1.09988500E+0 39 253 449
300 1490 +1.07232600E-01 +1.09988200E+0 42 253 450
400 1490 +1.22364900E-01 +1.09989100E+0 45 253 450
500 1490 +1.38574200E-01 +1.09988500E+0 48 254 453
600 1480 +1.58091400E-01 +1.09988700E+0 50 0 463
700 1480 +1.75058700E-01 +1.09988700E+0 53 258 468
800 1480 +1.91821800E-01 +1.09988600E+0 56 259 478
900 1470 +2.08507800E-01 +1.09988200E+0 59 261 487
1000 1470 +2.25368300E-01 +1.09988500E+0 62 262 488
1100 1470 +2.42327900E-01 +1.09988600E+0 64 264 494
1200 1460 +2.59631900E-01 +1.09988200E+0 67 266 502
1300 1460 +2.77006700E-01 +1.09989000E+0 71 267 506
1400 1460 +2.94786500E-01 +1.09987900E+0 73 269 512
1500 1450 +3.12792100E-01 +1.09988400E+0 76 271 521
1600 1450 +3.31143500E-01 +1.09988400E+0 79 273 530
1700 1450 +3.49777200E-01 +1.09988300E+0 82 276 538
1800 1440 +3.68759000E-01 +1.09988500E+0 86 278 547
1900 1440 +3.88035500E-01 +1.09988800E+0 88 280 560
2000 1440 +4.07728300E-01 +1.09989000E+0 91 283 571
2100 1430 +4.27643500E-01 +1.09988800E+0 94 284 581
2200 1430 +4.48149700E-01 +1.09988800E+0 98 287 591
2300 1430 +4.69043600E-01 +1.09988700E+0 101 290 603
2400 1430 +4.90291400E-01 +1.09988200E+0 104 292 623
2500 1420 +5.12111700E-01 +1.09988100E+0 108 295 631
2600 1420 +5.34476400E-01 +1.09989100E+0 111 298 650
2700 1420 +5.57329900E-01 +1.09989500E+0 114 301 664
2800 1420 +5.80317600E-01 +1.09989100E+0 118 304 684
2900 1410 +6.04446000E-01 +1.09989100E+0 122 307 704
3000 1410 +6.29171300E-01 +1.09989600E+0 126 309 725
3100 1410 +6.54668200E-01 +1.09989500E+0 129 313 744
3200 1410 +6.80724700E-01 +1.09989000E+0 133 315 771
3300 1400 +7.07602500E-01 +1.09989500E+0 136 318 793
3400 1400 +7.35115500E-01 +1.09989300E+0 141 321 820
3500 1400 +7.63762000E-01 +1.09989500E+0 145 324 847
3600 1400 +7.92882900E-01 +1.09988800E+0 150 326 876
3700 1400 +8.23185900E-01 +1.09988800E+0 154 329 909
3800 1400 +8.54104400E-01 +1.09989200E+0 160 332 941
3900 1400 +8.85640700E-01 +1.09988700E+0 164 334 974
4000 1390 +9.18445600E-01 +1.09989100E+0 169 337 1009
