Iout Vout Iin Vin IoutADC ntc ptat
0 1560 +6.67610600E-02 +1.09987700E+0 25 229 462
100 1550 +8.12540900E-02 +1.09988100E+0 25 231 466
200 1550 +9.60558500E-02 +1.09987900E+0 24 232 465
300 1540 +1.10775600E-01 +1.09988200E+0 27 232 467
400 1540 +1.26317000E-01 +1.09988400E+0 0 233 466
500 1540 +1.42396300E-01 +1.09987900E+0 33 233 471
600 1530 +1.59992200E-01 +1.09987900E+0 36 235 477
700 1530 +1.79568900E-01 +1.09988400E+0 38 237 481
800 1530 +1.97845400E-01 +1.09987500E+0 41 238 488
900 1530 +2.15256500E-01 +1.09988300E+0 44 0 493
1000 1520 +2.32624400E-01 +1.09988500E+0 47 241 498
1100 1520 +2.50075700E-01 +1.09988700E+0 49 243 499
1200 1520 +2.67846600E-01 +1.09987600E+0 52 245 507
1300 1510 +2.85730300E-01 +1.09988500E+0 55 246 510
1400 1510 +3.03943700E-01 +1.09988700E+0 58 247 514
1500 1510 +3.22391700E-01 +1.09988800E+0 61 249 519
1600 1500 +3.41088300E-01 +1.09988600E+0 63 251 525
1700 1500 +3.60204100E-01 +1.09988300E+0 66 253 534
1800 1500 +3.79646200E-01 +1.09988400E+0 70 255 540
1900 1490 +3.99337400E-01 +1.09988600E+0 72 257 543
2000 1490 +4.19521700E-01 +1.09988500E+0 75 259 554
2100 1490 +4.39908100E-01 +1.09988700E+0 79 262 563
2200 1480 +4.60964400E-01 +1.09989300E+0 81 264 570
2300 1480 +4.82282300E-01 +1.09988800E+0 84 266 579
2400 1480 +5.04041600E-01 +1.09988700E+0 87 269 593
2500 1480 +5.26253900E-01 +1.09988600E+0 90 272 600
2600 1470 +5.48910000E-01 +1.09988800E+0 94 274 613
2700 1470 +5.71901800E-01 +1.09988400E+0 97 277 624
2800 1470 +5.95491200E-01 +1.09988800E+0 101 280 635
2900 1460 +6.19565500E-01 +1.09988800E+0 103 283 647
3000 1460 +6.44409500E-01 +1.09988700E+0 107 286 663
3100 8.38766e+06 +6.69779700E-01 +1.09988700E+0 111 289 679
3200 1460 +6.95362400E-01 +1.09988600E+0 114 292 696
3300 1450 +7.21755900E-01 +1.09989100E+0 118 295 709
3400 1450 +7.48827000E-01 +1.09988700E+0 121 298 728
3500 1450 +7.76468500E-01 +1.09988700E+0 126 301 746
3600 1440 +8.04881600E-01 +1.09988900E+0 129 304 764
3700 1440 +8.33837600E-01 +1.09989100E+0 133 308 783
3800 1440 +8.63670200E-01 +1.09989100E+0 137 311 807
3900 1430 +8.94247800E-01 +1.09988900E+0 141 313 825
4000 1430 +9.25626900E-01 +1.09989100E+0 145 316 848
